uid|count
3698657,28
4973583,21
7051788,5
1357199,8
8551494,3
1735874,5
9626210,3
2906760,16
7371901,7
4584457,2
8188859,4
2716742,1
7579663,10
4269116,2
6210435,4
3281467,4
9468164,10
8426126,5
5342235,8
6333277,2
2636581,3
4600834,8
1663246,4
3650559,5
7820247,8
8709389,8
1603365,3
6773500,5
4509211,1
5255164,25
9391414,7
8263780,5
5334840,8
6789140,5
9523300,5
7779364,50
4404124,9
9552823,1
2262104,3
1867879,8
943595,72
4030625,8
6247301,4
1955247,10
747855,9
2324259,2
4294180,2
2865128,8
4541853,2
8586075,2
6548412,5
9532565,9
1716326,7810
9457262,1
3110768,1
5240019,6
3452040,13
8516401,2
5468872,5
9443293,6
5935091,12
4068562,3
794470,3
5097782,14
8880070,3
4892837,4
3789187,3
1384345,5
8057568,2
950041,12
1334783,8
1718204,2
9658649,3
4220054,11
364695,8
693738,1
8177261,11
2387540,1
9041064,1
8627793,2
9234067,3
2797575,5
2583035,2
2326852,3
2625802,2
9653934,1
8646303,1
5891745,2
8967227,2
5182085,4
2695560,16
9455416,57
9176655,5
6769933,2
8928279,5
4922723,2
8259774,3
6265637,1
9302943,2
4515158,10
9655356,1
7076705,7
2605872,13
3954605,5
6213880,1
8401533,2
4542097,2
5435425,10
5239768,9
9128644,4
3805685,6
4905332,3
530080,2
6325399,4
8605460,3
5588678,3
3195903,3
1612401,5
5407719,2
722913,13
3062971,4
4311259,2
2873695,5
8668544,7
9513673,3
1395933,8
3248516,3
6010222,6
8728910,11
1628227,6
8110506,8
2557133,9
6199094,4
8616973,1
6589241,18
9566433,4
2734116,6
4984293,2
557723,4
3346308,2
8269401,6
1247598,2
9419186,6
8315730,6
6126618,6
7349335,1
789808,1
3677197,7
5885687,1
8275364,3
7745757,3
6457747,4
9331971,2
5464696,17
4500558,2
1537699,4
572871,7
7279943,2
3985128,1
655563,3
4811182,1
2476024,3
980204,8
1531220,11
8827591,2
2752234,2
5495380,20
5300093,5
8644949,2
4352866,2
7627041,4
6015067,3
8686766,1
6274087,5
2495079,2
8170955,2
8206299,3
7644508,174
1492757,2
4951205,1
6138589,5
1803117,8
9544973,2
1527319,1
2180330,3
5037855,9
7118373,2
6704797,4
6066223,5
1962488,15
4683649,2
7729015,11
7637189,3
9314537,5
4917642,15
8238152,10
9327403,2
2196947,4
8446945,19
2591223,7
205272,6
7765362,21
4701807,10
1314954,14
938649,5
9422968,2
8494841,2
6184904,8
9598531,11
6459340,2
1275678,1
1723537,9
5237488,3
8415442,2
6892520,5
3028194,3
1559205,9
3630063,9
7427725,1
9333518,3
2814885,10
5311274,8
1220365,2
958051,3
6610598,7
1524961,2
6581626,17
8675649,10
1430064,3
9336995,4
4664694,7
2956139,2
1744494,2
4948424,8
9645116,2
2933732,8
6568982,5
8729489,8
3412451,2
8268402,1
3347433,2
8901685,3
1871569,9
362306,10
509214,4
1279610,7
6171248,3
9173874,1
6391790,2
3501507,3
2403305,20
9433289,1
4309576,4
8032602,28
6486398,3
543757,1
3551627,27
3794730,2
9642514,1
8017637,3
5057241,3
8453117,2
4697457,5
402309,11
5707969,7
3498449,13
5512991,4
4725283,20
5738245,10
3767674,2
6017420,4
3592214,2
6185817,4
9369353,2
9520465,12
2448050,7
2331999,6
8130723,6
7468718,9
3324556,6
5749708,10
2722653,8
9262594,4
1598518,1
7536992,6
1299597,25
4409015,1
6630694,3
171406,9
1622901,8
5912430,6
3388531,7
1733030,7
2415910,19
5021389,4
2214793,9
7272380,38
3805191,8
8899702,4
8531431,2
4711973,4
3902041,3
8423726,3
3113852,7
2513485,1
3605623,3
6184500,4
6512150,3
9474106,6
5495155,6
3397440,5
1381592,9
8064563,2
3951567,2
9141893,2
9119090,17
7792782,4
5774573,2
786953,29
700575,16
5722214,8
5879825,38
3760257,9
9656596,1
6031645,1
7159984,13
4018433,2
7025391,40
9601074,2
6576165,2
6821722,1
8374768,6
8152041,7
8848949,5
1115820,3
1071198,15
7412590,2
7446088,4
3312755,7
7954079,28
7869798,12
9443424,3
9657938,1
2239991,1
1267377,4
2250868,4
2038818,4
5491550,6
3656488,3
6185433,2
8861069,3
7884896,11
6550135,4
3088688,8
8887231,1
909656,7
3976354,2
5317284,4
4956263,3
1547332,4
3002949,5
4240630,11
5770778,2
245566,3
3370994,1
3216284,16
7879383,2
7522734,5
9598317,7
5142772,2
6687833,2
6144043,5
4420766,1
5341328,2
8285721,9
4896608,3
6577954,3
6457593,6
163100,7
5818760,1
3825677,11
5634199,1
4784221,4
9490079,1
9604731,3
4130695,2
9370047,3
4587964,3
6010939,4
2012094,2
9569603,13
1985578,1
5425260,1
9371000,8
8359713,4
4386272,2
8931804,3
7189488,4
7473548,2
1078137,6
5138134,8
4126646,4
4722784,8
7802910,3
9232066,7
8476964,8
1881925,9
9085108,6
8576007,2
5192841,2
6956520,1
9274011,1
9005695,14
9574814,4
8336767,2
7365469,7
5583367,5
1469232,8
7104425,3
6792943,9
9172607,1
2858499,20
5312955,3
5453325,2
4679542,3
469545,3
5827692,8
6655506,2
7178296,3
795992,3
5375497,5
5371058,1
5426996,29
4679595,6
6821280,8
5670358,11
6730210,4
112564,1
9277228,3
4359940,8
3803862,2
2724483,3
4161142,18
2120191,7
6987909,42
2820554,3
7168226,15
3698186,3
1544569,3
4210211,9
5785353,7
7188500,2
7902453,3
1615206,8
1631169,5
3600651,18
9356335,3
2237044,10
5102496,4
339843,9
7337994,2
8557886,3
4570543,3
9484328,1
6731156,4
9635217,18
5338268,4
8230185,4
2573971,21
8576555,8
1468196,1
9261612,1
119225,6
8730884,3
2276659,7
5019398,10
5793979,1
7773206,8
4497712,7
5920594,6
4120588,7
4326364,6
2927159,18
3065576,11
9634052,2
5533658,8
9270690,11
2759404,5
6048237,5
4118106,1
4913891,3
6467721,8
9481744,4
5228159,2
4924803,5
5935056,1
6919972,2
6012411,4
9636729,1
8727797,2
5889405,22
4609276,4
7148753,5
8958965,2
1093114,1
2296665,6
8336285,1
8814368,2
2680845,10
6587424,5
9432379,7
7369977,20
2796001,2
2020795,3
1831015,19
9581657,5
1997789,4
7923742,10
8888572,2
7619350,3
2088569,2
9463934,3
8298584,1
6646779,1
8832294,3
703259,4
2817190,4
6698888,10
8098658,18
8335944,7
8177265,2
3936584,7
4142937,2
8974686,2
5209554,2
9341018,1
6904082,2
3301286,3
8320355,11
3825711,18
1357087,5
4721002,7
1273230,4
7202101,1
9340134,3
8753083,4
3291477,22
6196636,7
2988261,9
9194718,2
6897629,6
5802162,1
2458568,60
2820065,2
6910862,15
9597285,2
9641347,1
1184807,1
3866017,24
7158129,11
5785104,8
4614130,3
9151226,2
2957366,3
6821921,3
5597856,6
8567411,8
9099087,3
2313625,35
1095511,4
3222766,5
7832666,11
9603882,4
5371076,4
5836239,5
6037503,6
9639539,4
3050725,7
5298171,2
1394903,7
5401260,8
8474815,1
5439117,9
4492944,4
6736786,2
7548692,4
1892806,1
3236189,5
8806487,6
3180490,7
2652796,20
1281653,1
4708800,2
7020611,8
3948808,2
8709441,7
8110251,27
6787719,1
8694728,4
9033395,6
6560522,5
6883982,2
3510419,16
9544190,2
2758620,6
3178911,5
8589229,3
3253620,1
9440735,3
5849839,1
1193673,2
3496617,5
6209803,1
9537609,3
4168752,6
2211206,14
4460908,11
812546,2
7102933,5
3004533,2
223274,4
9506123,14
956387,3
5641851,1
4220481,1
9615098,6
1190096,3
9648867,6
5165770,6
8475111,17
6913616,1
5004960,5
7332191,2
2125357,3
8472488,2
2758916,7
2588430,11
7150093,3
2453744,3
8471625,5
9474384,16
7168159,2
531800,4
2697909,15
3848306,6
7248105,5
1273555,6
7584710,4
1924710,1
4064188,2
8886624,800
1159654,14
6521742,2
2903306,2
1417011,5
5943273,1
6658775,14
2305854,1
9657643,2
7344589,6
2601249,3
9330192,3
1700542,3
8990307,2
7412084,4
8387993,5
2651487,3
420187,4
6669567,8
6574644,5
7140031,1
5732338,3
1789709,2
8892882,3
9444547,7
6031712,9
1569687,2
2237334,4
8100505,7
8953170,1
8706670,3
4974399,3
6609507,4
2755404,37
9245713,10
1271487,4
5016764,7
5261266,29
1490198,7
3879897,6
2219945,5
3490642,4
785169,2
2158514,24
3253981,5
3006656,1
4409764,7
8652848,11
9642593,2
8511968,1
7839558,3
5961595,13
5816401,8
7467744,1
6870739,1
8459854,29
7004184,2
4112016,1
9255028,5
2260096,3
1399925,5
2437295,4
8714373,1
3274840,20
2388613,13
7777835,9
422180,1
9654544,2
6723836,5
9275810,2
2551947,1
5959793,4
1975078,2
2904457,1
2526001,1
2461749,2
5375224,1
8387515,3
1108772,8
9199088,1
2243685,5
4813968,5
3245438,5
1892289,7
2776938,10
8472330,5
6360423,6
9491259,4
3376738,4
7423967,28
1483016,2
8863205,5
808385,1
9372857,1
7139063,9
9655657,2
7773811,8
9656436,3
6545958,1
834820,4
3131037,2
924978,5
7977755,4
1096803,4
8246951,19
5422537,3
3223671,21
2328956,4
4233798,1
9449260,3
5854721,10
9005704,5
1370905,3
8907578,8
3416639,5
6232548,12
7062508,2
8903575,3
9613477,1
6187406,1
1625312,7
1809051,3
2324134,20
8167498,1
6120113,6
5601695,12
9362071,2
8210057,6
8295407,3
1046106,27
2934172,17
5790793,8
1226449,7
5759263,4
6245382,4
9183393,11
8881531,4
1717879,2
1450929,2
1780246,4
1391233,4
361632,2
7319607,3
1220696,7
2736434,1
7886263,4
4485038,14
6582413,5
2481830,8
3254515,7
5166202,1
7871250,6
3659451,5
6991991,1
9481991,2
9576219,2
2431654,2
4382454,13
9157946,18
9557618,2
9247729,1
848384,14
2636656,2
2680272,2
5520197,5
8588616,2
7413920,5
9347224,2
2725690,1
8810288,3
538101,9
5563154,24
7786578,12
4514413,10
4571133,6
6775970,5
5541731,3
4880751,21
7859705,13
8790721,15
7855206,1
9500575,5
2315672,3
9387250,3
6755090,10
312539,7
2870833,6
8492557,3
1657876,9
7841435,4
9656538,1
5567877,1
4708572,1
7156654,2
4082407,7
4456426,2
2044452,28
1775360,7
8477174,56
7204737,1
8519298,32
8918518,2
5365759,2
9288280,3
2298149,12
7226020,5
3347771,1
2331121,2
4015937,2
3594260,1
5771811,12
6808887,7
7283202,13
853630,7
8155715,23
5339023,10
5021969,12
1443880,9
8509416,7
4603616,6
864051,1
2040745,3
4093760,1
600597,8
2721394,6
5804217,2
5107637,7
8885293,7
7351925,5
7097368,11
4390567,9
2678746,1
8966827,9
4290095,12
318055,4
8138700,7
2259838,5
9649312,3
894926,2
6152027,7
9395200,4
6416570,72
